list-i-s,8,2,1,48,705474,14697
list-i-s,8,4,1,96,642699,6694
list-i-s,8,8,1,192,621054,3234
list-i-s,8,16,1,384,704694,1835
list-i-s,8,32,1,768,605105,787
list-i-s,12,1,1,36,734043,20390
list-i-s,12,2,1,72,754917,10484
list-i-s,12,4,1,144,662146,4598
list-i-s,12,8,1,288,706840,2454
list-i-s,12,16,1,576,739750,1284
list-i-s,12,32,1,1152,695222,603
list-d-s,2,1,1,6,496861,82810
list-d-s,2,2,1,12,510898,42574
list-d-s,2,4,1,24,537838,22409
list-d-s,2,8,1,48,524841,10934
list-d-s,2,16,1,96,483674,5038
list-d-s,2,32,1,192,528674,2753
list-d-s,4,1,1,12,644372,53697
list-d-s,4,2,1,24,559592,23316
list-d-s,4,4,1,48,584315,12173
list-d-s,4,8,1,96,562771,5862
list-d-s,4,16,1,192,632882,3296
list-d-s,4,32,1,384,674817,1757
list-d-s,8,1,1,24,646521,26938
list-d-s,8,2,1,48,791935,16498
list-d-s,8,4,1,96,693478,7223
list-d-s,8,8,1,192,659668,3435
list-d-s,8,16,1,384,610974,1591
list-d-s,8,32,1,768,1671211,2176
list-d-s,12,1,1,36,735336,20426
list-d-s,12,2,1,72,963688,13384
list-d-s,12,4,1,144,777823,5401
list-d-s,12,8,1,288,710126,2465
list-d-s,12,16,1,576,795890,1381
list-d-s,12,32,1,1152,751414,652
list-il-s,2,1,1,6,482848,80474
list-il-s,2,2,1,12,521604,43467
list-il-s,2,4,1,24,497889,20745
list-il-s,2,8,1,48,559010,11646
list-il-s,2,16,1,96,553335,5763
list-il-s,2,32,1,192,590996,3078
list-il-s,4,1,1,12,599324,49943
list-il-s,4,2,1,24,589359,24556
list-il-s,4,4,1,48,594797,12391
list-il-s,4,8,1,96,564888,5884
list-il-s,4,16,1,192,537664,2800
list-il-s,4,32,1,384,551683,1436
list-il-s,8,1,1,24,742618,30942
list-il-s,8,2,1,48,636380,13257
list-il-s,8,4,1,96,651135,6782
list-il-s,8,8,1,192,644019,3354
list-il-s,8,16,1,384,686505,1787
list-il-s,8,32,1,768,710564,925
list-il-s,12,1,1,36,717354,19926
list-il-s,12,2,1,72,681737,9468
list-il-s,12,4,1,144,738580,5129
list-il-s,12,8,1,288,708933,2461
list-il-s,12,16,1,576,718713,1247
list-il-s,12,32,1,1152,992319,861
list-dl-s,2,1,1,6,475430,79238
list-dl-s,2,2,1,12,537695,44807
list-dl-s,2,4,1,24,493647,20568
list-dl-s,2,8,1,48,500191,10420
list-dl-s,2,16,1,96,516300,5378
list-dl-s,2,32,1,192,575541,2997
list-dl-s,4,1,1,12,576691,48057
list-dl-s,4,2,1,24,485724,20238
list-dl-s,4,4,1,48,610105,12710
list-dl-s,4,8,1,96,553051,5760
list-dl-s,4,16,1,192,665773,3467
list-dl-s,4,32,1,384,587223,1529
list-dl-s,8,1,1,24,640233,26676
list-dl-s,8,2,1,48,672286,14005
list-dl-s,8,4,1,96,639090,6657
list-dl-s,8,8,1,192,654816,3410
list-dl-s,8,16,1,384,732855,1908
list-dl-s,8,32,1,768,732441,953
list-dl-s,12,1,1,36,706657,19629
list-dl-s,12,2,1,72,681533,9465
list-dl-s,12,4,1,144,691497,4802
list-dl-s,12,8,1,288,660206,2292
list-dl-s,12,16,1,576,764025,1326
list-dl-s,12,32,1,1152,1008120,875
list-none-m,1,1000,1,3000,4130344,1376
list-none-m,2,1000,1,6000,7143904,1190
list-none-m,4,1000,1,12000,14336749,1194
list-none-m,8,1000,1,24000,28815422,1200
list-none-m,12,1000,1,36000,43204266,1200
list-none-m,16,1000,1,48000,57187399,1191
list-none-m,24,1000,1,72000,86256239,1198
list-none-s,1,1000,1,3000,4047059,1349
list-none-s,2,1000,1,6000,7318071,1219
list-none-s,4,1000,1,12000,14939891,1244
list-none-s,8,1000,1,24000,30711145,1279
list-none-s,12,1000,1,36000,45239288,1256
list-none-s,16,1000,1,48000,64778607,1349
list-none-s,24,1000,1,72000,107855506,1497
